id,key,km,en,group,description,is_active,created_at,updated_at
396,Student Name,ឈ្មោះសិស្ស,Student Name,general,,t,2025-09-04 07:55:14,2025-09-04 07:55:14
397,Student name,ឈ្មោះសិស្ស,Student name,general,,t,2025-09-04 07:55:14,2025-09-04 07:55:14
398,School where student is enrolled,សាលាដែលសិស្សចុះឈ្មោះ,School where student is enrolled,general,,t,2025-09-04 07:55:14,2025-09-04 07:55:14
399,Initial assessment level and score,កម្រិត និងពិន្ទុការវាយតម្លៃដំបូង,Initial assessment level and score,general,,t,2025-09-04 07:55:14,2025-09-04 07:55:14
400,Cycle,វដ្ត,Cycle,general,,t,2025-09-04 07:55:14,2025-09-04 07:55:14
401,Most recent assessment level and score,កម្រិត និងពិន្ទុការវាយតម្លៃថ្មីបំផុត,Most recent assessment level and score,general,,t,2025-09-04 07:55:14,2025-09-04 07:55:14
402,"Change in skill levels (+ improved, - declined, = same)","ការផ្លាស់ប្តូរកម្រិតជំនាញ (+ កែលម្អ, - ធ្លាក់ចុះ, = ដូចគ្នា)","Change in skill levels (+ improved, - declined, = same)",general,,t,2025-09-04 07:55:14,2025-09-04 07:55:14
403,Numerical score difference (latest - baseline),ភាពខុសគ្នាពិន្ទុជាលេខ (ចុងក្រោយ - មូលដ្ឋាន),Numerical score difference (latest - baseline),general,,t,2025-09-04 07:55:14,2025-09-04 07:55:14
404,No students with multiple assessments found,រកមិនឃើញសិស្សដែលមានការវាយតម្លៃច្រើនទេ,No students with multiple assessments found,general,,t,2025-09-04 07:55:14,2025-09-04 07:55:14
405,Students need both baseline and follow-up assessments to appear in this report,សិស្សត្រូវការការវាយតម្លៃមូលដ្ឋាន និងតាមដានទាំងពីរដើម្បីបង្ហាញក្នុងរបាយការណ៍នេះ,Students need both baseline and follow-up assessments to appear in this report,general,,t,2025-09-04 07:55:14,2025-09-04 07:55:14
108,level,កម្រិត,level,assessments,,t,2025-09-04 07:54:37,2025-09-04 07:55:14
406,levels,កម្រិត,levels,general,,t,2025-09-04 07:55:14,2025-09-04 07:55:14
407,Same level,កម្រិតដូចគ្នា,Same level,general,,t,2025-09-04 07:55:14,2025-09-04 07:55:14
408,Summary Cards,កាតសង្ខេប,Summary Cards,general,,t,2025-09-04 07:55:14,2025-09-04 07:55:14
409,Each card shows the count and percentage of students in each progress category. The average score change shows the overall trend across all students.,កាតនីមួយៗបង្ហាញចំនួន និងភាគរយសិស្សនៅក្នុងប្រភេទវឌ្ឍនភាពនីមួយៗ។ ការផ្លាស់ប្តូរពិន្ទុជាមធ្យមបង្ហាញទិន្នន័យទូទៅនៅទូទាំងសិស្សទាំងអស់។,Each card shows the count and percentage of students in each progress category. The average score change shows the overall trend across all students.,general,,t,2025-09-04 07:55:14,2025-09-04 07:55:14
411,Moved to higher skill levels,ផ្លាស់ទីទៅកម្រិតជំនាញខ្ពស់,Moved to higher skill levels,general,,t,2025-09-04 07:55:14,2025-09-04 07:55:14
412,Stayed at same skill level,នៅតែកម្រិតជំនាញដដែល,Stayed at same skill level,general,,t,2025-09-04 07:55:14,2025-09-04 07:55:14
413,Moved to lower skill levels,ផ្លាស់ទីទៅកម្រិតជំនាញទាប,Moved to lower skill levels,general,,t,2025-09-04 07:55:14,2025-09-04 07:55:14
414,Avg Score Change,ការផ្លាស់ប្តូរពិន្ទុជាមធ្យម,Avg Score Change,general,,t,2025-09-04 07:55:14,2025-09-04 07:55:14
415,Overall improvement trend,ទិន្នន័យកែលម្អទូទៅ,Overall improvement trend,general,,t,2025-09-04 07:55:14,2025-09-04 07:55:14
416,Overall decline trend,ទិន្នន័យធ្លាក់ចុះទូទៅ,Overall decline trend,general,,t,2025-09-04 07:55:14,2025-09-04 07:55:14
417,No overall change,គ្មានការផ្លាស់ប្តូរទូទៅ,No overall change,general,,t,2025-09-04 07:55:14,2025-09-04 07:55:14
418,Progress Distribution Chart,តារាងបែងចែកវឌ្ឍនភាព,Progress Distribution Chart,general,,t,2025-09-04 07:55:15,2025-09-04 07:55:15
419,"This doughnut chart shows the proportion of students in each progress category. Larger green sections indicate more students improved, while larger red sections may indicate need for intervention.",តារាងដូណាតនេះបង្ហាញសមាមាត្រសិស្សនៅក្នុងប្រភេទវឌ្ឍនភាពនីមួយៗ។ ផ្នែកបៃតងធំជាងបង្ហាញថាសិស្សកាន់តែច្រើនបានកែលម្អ ខណៈផ្នែកក្រហមធំជាងអាចបង្ហាញពីតម្រូវការអន្តរាគមន៍។,"This doughnut chart shows the proportion of students in each progress category. Larger green sections indicate more students improved, while larger red sections may indicate need for intervention.",general,,t,2025-09-04 07:55:15,2025-09-04 07:55:15
420,Interpreting Progress Data,បកស្រាយទិន្នន័យវឌ្ឍនភាព,Interpreting Progress Data,general,,t,2025-09-04 07:55:15,2025-09-04 07:55:15
421,High improvement rates,អត្រាកែលម្អខ្ពស់,High improvement rates,general,,t,2025-09-04 07:55:15,2025-09-04 07:55:15
422,Indicates effective teaching and learning interventions,បង្ហាញពីអន្តរាគមន៍បង្រៀន និងរៀនសូត្រប្រកបដោយប្រសិទ្ធភាព,Indicates effective teaching and learning interventions,general,,t,2025-09-04 07:55:15,2025-09-04 07:55:15
423,Mixed results,លទ្ធផលចម្រុះ,Mixed results,general,,t,2025-09-04 07:55:15,2025-09-04 07:55:15
424,Normal variation; consider individual student needs,ការប្រែប្រួលធម្មតា; ពិចារណាតម្រូវការសិស្សបុគ្គល,Normal variation; consider individual student needs,general,,t,2025-09-04 07:55:15,2025-09-04 07:55:15
425,Low improvement rates,អត្រាកែលម្អទាប,Low improvement rates,general,,t,2025-09-04 07:55:15,2025-09-04 07:55:15
426,May indicate need for curriculum or teaching method review,អាចបង្ហាញពីតម្រូវការពិនិត្យឡើងវិញកម្មវិធីសិក្សា ឬវិធីសាស្ត្របង្រៀន,May indicate need for curriculum or teaching method review,general,,t,2025-09-04 07:55:15,2025-09-04 07:55:15
427,Students maintaining levels,សិស្សរក្សាកម្រិត,Students maintaining levels,general,,t,2025-09-04 07:55:15,2025-09-04 07:55:15
428,Could be at appropriate challenge level or need different support,អាចនៅកម្រិតប្រឈមសមរម្យ ឬត្រូវការការគាំទ្រផ្សេងគ្នា,Could be at appropriate challenge level or need different support,general,,t,2025-09-04 07:55:15,2025-09-04 07:55:15
429,Students declining,សិស្សធ្លាក់ចុះ,Students declining,general,,t,2025-09-04 07:55:15,2025-09-04 07:55:15
430,May need immediate attention and individualized intervention,អាចត្រូវការការយកចិត្តទុកដាក់បន្ទាន់ និងអន្តរាគមន៍បុគ្គល,May need immediate attention and individualized intervention,general,,t,2025-09-04 07:55:15,2025-09-04 07:55:15
431,Consider timeframe,ពិចារណាពេលវេលា,Consider timeframe,general,,t,2025-09-04 07:55:15,2025-09-04 07:55:15
432,Progress between baseline and midline vs. baseline and endline may differ,វឌ្ឍនភាពរវាងមូលដ្ឋាន និងកណ្តាល ធៀបនឹង មូលដ្ឋាន និងចុងក្រោយ អាចខុសគ្នា,Progress between baseline and midline vs. baseline and endline may differ,general,,t,2025-09-04 07:55:15,2025-09-04 07:55:15
433,Actions,សកម្មភាព,Actions,general,,t,2025-09-04 07:55:15,2025-09-04 07:55:15
434,"Use this progress data to identify students who need additional support, recognize successful teaching methods, and plan targeted interventions.",ប្រើទិន្នន័យវឌ្ឍនភាពនេះដើម្បីកំណត់អត្តសញ្ញាណសិស្សដែលត្រូវការការគាំទ្របន្ថែម ស្គាល់វិធីសាស្ត្របង្រៀនប្រកបដោយជោគជ័យ និងរៀបចំផែនការអន្តរាគមន៍គោលដៅ។,"Use this progress data to identify students who need additional support, recognize successful teaching methods, and plan targeted interventions.",general,,t,2025-09-04 07:55:15,2025-09-04 07:55:15
435,Export Chart,នាំចេញតារាង,Export Chart,general,,t,2025-09-04 07:55:15,2025-09-04 07:55:15
436,View Overall Performance,មើលការអនុវត្តទូទៅ,View Overall Performance,general,,t,2025-09-04 07:55:15,2025-09-04 07:55:15
437,Note,ចំណាំ,Note,general,,t,2025-09-04 07:55:16,2025-09-04 07:55:16
475,Assessment Results,លទ្ធផលការវាយតម្លៃ,Assessment Results,general,,t,2025-09-04 07:55:18,2025-09-04 07:55:18
476,PLP,PLP,PLP,general,,t,2025-09-04 07:55:18,2025-09-04 07:55:18
477,Dashboard,ផ្ទាំងព័ត៌មាន,Dashboard,general,,t,2025-09-04 07:55:18,2025-09-04 07:55:18
478,Log in,ចូលប្រព័ន្ធ,Log in,general,,t,2025-09-04 07:55:18,2025-09-04 07:55:18
479,Register,ចុះឈ្មោះ,Register,general,,t,2025-09-04 07:55:18,2025-09-04 07:55:18
480,Total Students Assessed,សិស្សសរុបដែលបានវាយតម្លៃ,Total Students Assessed,general,,t,2025-09-04 07:55:18,2025-09-04 07:55:18
438,"This table shows students sorted by their level improvement. Students who moved up multiple levels appear first, followed by those with smaller improvements, then those who maintained their level, and finally those who declined.",តារាងនេះបង្ហាញសិស្សដែលតម្រៀបតាមការកែលម្អកម្រិតរបស់ពួកគេ។ សិស្សដែលឡើងកម្រិតច្រើនបង្ហាញមុនបង្អស់ បន្ទាប់មកដោយអ្នកដែលមានការកែលម្អតូច បន្ទាប់មកអ្នកដែលរក្សាកម្រិតរបស់ពួកគេ និងចុងក្រោយអ្នកដែលធ្លាក់ចុះ។,"This table shows students sorted by their level improvement. Students who moved up multiple levels appear first, followed by those with smaller improvements, then those who maintained their level, and finally those who declined.",general,,t,2025-09-04 07:55:16,2025-09-04 07:55:16
439,How Progress is Calculated,របៀបគណនាវឌ្ឍនភាព,How Progress is Calculated,general,,t,2025-09-04 07:55:16,2025-09-04 07:55:16
440,Level Change,ការផ្លាស់ប្តូរកម្រិត,Level Change,general,,t,2025-09-04 07:55:16,2025-09-04 07:55:16
441,Score Change,ការផ្លាស់ប្តូរពិន្ទុ,Score Change,general,,t,2025-09-04 07:55:16,2025-09-04 07:55:16
442,Progress Summary,សង្ខេបវឌ្ឍនភាព,Progress Summary,general,,t,2025-09-04 07:55:16,2025-09-04 07:55:16
443,Students Improved,សិស្សបានកែលម្អ,Students Improved,general,,t,2025-09-04 07:55:16,2025-09-04 07:55:16
444,Students Maintained,សិស្សបានរក្សា,Students Maintained,general,,t,2025-09-04 07:55:16,2025-09-04 07:55:16
445,Students Declined,សិស្សបានធ្លាក់ចុះ,Students Declined,general,,t,2025-09-04 07:55:16,2025-09-04 07:55:16
446,Student Progress Distribution,ការបែងចែកវឌ្ឍនភាពសិស្ស,Student Progress Distribution,general,,t,2025-09-04 07:55:16,2025-09-04 07:55:16
447,Improved,បានកែលម្អ,Improved,general,,t,2025-09-04 07:55:16,2025-09-04 07:55:16
448,Maintained,បានរក្សា,Maintained,general,,t,2025-09-04 07:55:16,2025-09-04 07:55:16
449,Declined,បានធ្លាក់ចុះ,Declined,general,,t,2025-09-04 07:55:16,2025-09-04 07:55:16
450,Analysis of student performance based on reading levels and mathematical operations capability,ការវិភាគការអនុវត្តរបស់សិស្សដោយផ្អែកលើកម្រិតការអាន និងសមត្ថភាពប្រមាណវិធីគណិតវិទ្យា,Analysis of student performance based on reading levels and mathematical operations capability,general,,t,2025-09-04 07:55:16,2025-09-04 07:55:16
451,Assessment Cycle,វដ្តវាយតម្លៃ,Assessment Cycle,general,,t,2025-09-04 07:55:16,2025-09-04 07:55:16
452,Filter Results,លទ្ធផលតម្រង,Filter Results,general,,t,2025-09-04 07:55:17,2025-09-04 07:55:17
453,Calculation of Performance,ការគណនាការអនុវត្ត,Calculation of Performance,general,,t,2025-09-04 07:55:17,2025-09-04 07:55:17
454,a. Language -,ក. ភាសា -,a. Language -,general,,t,2025-09-04 07:55:17,2025-09-04 07:55:17
455,Letters = Para + Story + Comp 1 + Comp 2,អ្នកអាន = កថាខណ្ឌ + រឿង + យល់ ១ + យល់ ២,Letters = Para + Story + Comp 1 + Comp 2,general,,t,2025-09-04 07:55:17,2025-09-04 07:55:17
456,Beginners = Beginner + Letter,អ្នកចាប់ផ្តើម = ចាប់ផ្តើម + អក្សរ,Beginners = Beginner + Letter,general,,t,2025-09-04 07:55:17,2025-09-04 07:55:17
457,b. Math -,ខ. គណិតវិទ្យា -,b. Math -,general,,t,2025-09-04 07:55:17,2025-09-04 07:55:17
458,Students who can do operations = Subtraction + Division + Word Problem,សិស្សដែលអាចធ្វើប្រមាណវិធី = ដក + ចែក + បញ្ហាពាក្យ,Students who can do operations = Subtraction + Division + Word Problem,general,,t,2025-09-04 07:55:17,2025-09-04 07:55:17
459,Beginners = Beginner + 1-Digit,អ្នកចាប់ផ្តើម = ចាប់ផ្តើម + ១ តួ,Beginners = Beginner + 1-Digit,general,,t,2025-09-04 07:55:17,2025-09-04 07:55:17
460,c. Sample graph,គ. តារាងគំរូ,c. Sample graph,general,,t,2025-09-04 07:55:17,2025-09-04 07:55:17
461,Children who can read at least a simple paragraph,កុមារដែលអាចអានយ៉ាងតិចកថាខណ្ឌសាមញ្ញ,Children who can read at least a simple paragraph,general,,t,2025-09-04 07:55:17,2025-09-04 07:55:17
462,Performance Data - ,ទិន្នន័យការអនុវត្ត - ,Performance Data - ,general,,t,2025-09-04 07:55:18,2025-09-04 07:55:18
463,Language Performance,ការអនុវត្តភាសា,Language Performance,general,,t,2025-09-04 07:55:18,2025-09-04 07:55:18
464,Math Performance,ការអនុវត្តគណិតវិទ្យា,Math Performance,general,,t,2025-09-04 07:55:18,2025-09-04 07:55:18
465,Name,ឈ្មោះ,Name,general,,t,2025-09-04 07:55:18,2025-09-04 07:55:18
466,Letters,អ្នកអាន,Letters,general,,t,2025-09-04 07:55:18,2025-09-04 07:55:18
467,Operations,ប្រមាណវិធី,Operations,general,,t,2025-09-04 07:55:18,2025-09-04 07:55:18
468,No Performance Data Available,គ្មានទិន្នន័យការអនុវត្តទេ,No Performance Data Available,general,,t,2025-09-04 07:55:18,2025-09-04 07:55:18
469,No assessment data found for the selected criteria. Please try different filters or ensure assessments have been completed.,រកមិនឃើញទិន្នន័យវាយតម្លៃសម្រាប់លក្ខណៈវិនិច្ឆ័យដែលបានជ្រើសរើសទេ។ សូមសាកល្បងតម្រងផ្សេងគ្នា ឬធានាថាការវាយតម្លៃត្រូវបានបញ្ចប់។,No assessment data found for the selected criteria. Please try different filters or ensure assessments have been completed.,general,,t,2025-09-04 07:55:18,2025-09-04 07:55:18
470,Khmer Assessment Results,លទ្ធផលការវាយតម្លៃខ្មែរ,Khmer Assessment Results,general,,t,2025-09-04 07:55:18,2025-09-04 07:55:18
471,Math Assessment Results,លទ្ធផលការវាយតម្លៃគណិតវិទ្យា,Math Assessment Results,general,,t,2025-09-04 07:55:18,2025-09-04 07:55:18
472,Reading Level,កម្រិតការអាន,Reading Level,general,,t,2025-09-04 07:55:18,2025-09-04 07:55:18
473,Error loading assessment data,កំហុសក្នុងការផ្ទុកទិន្នន័យការវាយតម្លៃ,Error loading assessment data,general,,t,2025-09-04 07:55:18,2025-09-04 07:55:18
474,TaRL Project,គម្រោង TaRL,TaRL Project,general,,t,2025-09-04 07:55:18,2025-09-04 07:55:18
